external_id,source,name,category,equipment_json,primary_muscles_json,secondary_muscles_json,gif_rel_path,axes_json
mnzcrIB,ExerciseDB,dumbbell bench squat,legs_upper,"[""dumbbell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/mnzcrIB.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
Gw2HFvW,ExerciseDB,dumbbell incline one arm fly,chest,"[""dumbbell""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/Gw2HFvW.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
7aVz15j,ExerciseDB,triceps dips floor,arms_upper,"[""bodyweight""]","[""triceps""]","[""chest"",""shoulders""]",gif/7aVz15j.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_bodyweight""}"
znLogoF,ExerciseDB,barbell pullover to press,back,"[""barbell""]","[""latissimus_dorsi""]","[""triceps"",""chest"",""shoulders""]",gif/znLogoF.gif,"{""category"":""back"",""equipment"":[""barbell""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""back_push_external""}"
nqs5HGV,ExerciseDB,single leg squat (pistol) male,legs_upper,"[""bodyweight""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/nqs5HGV.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":true,""load_type"":""bodyweight"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_bodyweight""}"
Hy9D21L,ExerciseDB,45° side bend,core,"[""bodyweight""]","[""abdominals""]","[""obliques""]",gif/Hy9D21L.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
UM8mgyG,ExerciseDB,kettlebell arnold press,shoulders,"[""kettlebell""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/UM8mgyG.gif,"{""category"":""shoulders"",""equipment"":[""kettlebell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
arsYEd3,ExerciseDB,band one arm single leg split squat,legs_upper,"[""band""]","[""quadriceps""]","[""gluteus"",""hamstrings""]",gif/arsYEd3.gif,"{""category"":""legs_upper"",""equipment"":[""band""],""muscles"":[""quadriceps""],""unilateral"":true,""load_type"":""elastic"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_elastic""}"
0Yz8WdV,ExerciseDB,bear crawl,conditioning,"[""bodyweight""]","[""cardiovascular""]","[""abdominals"",""shoulders"",""triceps""]",gif/0Yz8WdV.gif,"{""category"":""conditioning"",""equipment"":[""bodyweight""],""muscles"":[""cardiovascular""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""conditioning_other_bodyweight""}"
Ion0XWz,ExerciseDB,dumbbell lying on floor rear delt raise,shoulders,"[""dumbbell""]","[""deltoids""]","[""trapezius"",""rhomboids""]",gif/Ion0XWz.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
wqNPGCg,ExerciseDB,cable rear delt row (with rope),shoulders,"[""cable""]","[""deltoids""]","[""trapezius"",""rhomboids"",""biceps""]",gif/wqNPGCg.gif,"{""category"":""shoulders"",""equipment"":[""cable""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""shoulders_pull_external""}"
8K7m2SS,ExerciseDB,medicine ball close grip push up,arms_upper,"[""ball""]","[""triceps""]","[""chest"",""shoulders""]",gif/8K7m2SS.gif,"{""category"":""arms_upper"",""equipment"":[""ball""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
xo6sENf,ExerciseDB,exercise ball on the wall calf raise,legs_lower,"[""dumbbell""]","[""gastrocnemius""]","[""hamstrings"",""quadriceps""]",gif/xo6sENf.gif,"{""category"":""legs_lower"",""equipment"":[""dumbbell""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_external""}"
MvQPqVW,ExerciseDB,cable judo flip,core,"[""cable""]","[""abdominals""]","[""obliques"",""shoulders""]",gif/MvQPqVW.gif,"{""category"":""core"",""equipment"":[""cable""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
m0tCHqc,ExerciseDB,calf stretch with hands against wall,legs_lower,"[""bodyweight""]","[""gastrocnemius""]","[""hamstrings""]",gif/m0tCHqc.gif,"{""category"":""legs_lower"",""equipment"":[""bodyweight""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_bodyweight""}"
u5ESqzH,ExerciseDB,donkey calf raise,legs_lower,"[""bodyweight""]","[""gastrocnemius""]","[""hamstrings"",""gluteus""]",gif/u5ESqzH.gif,"{""category"":""legs_lower"",""equipment"":[""bodyweight""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_bodyweight""}"
4GqRrAk,ExerciseDB,superman push-up,chest,"[""bodyweight""]","[""pectorals""]","[""abdominals"",""shoulders""]",gif/4GqRrAk.gif,"{""category"":""chest"",""equipment"":[""bodyweight""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""chest_push_bodyweight""}"
C5jncD2,ExerciseDB,standing single leg curl,legs_upper,"[""bodyweight""]","[""hamstrings""]","[""gluteus""]",gif/C5jncD2.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""hamstrings""],""unilateral"":true,""load_type"":""bodyweight"",""movement_pattern"":""isolation"",""engine_key"":""legs_upper_isolation_bodyweight""}"
Lsqrgh4,ExerciseDB,smith reverse calf raises,legs_lower,"[""machine""]","[""gastrocnemius""]","[""hamstrings""]",gif/Lsqrgh4.gif,"{""category"":""legs_lower"",""equipment"":[""machine""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_external""}"
KyLtiLT,ExerciseDB,ez barbell incline triceps extension,arms_upper,"[""barbell""]","[""triceps""]","[""shoulders""]",gif/KyLtiLT.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
OQ1otBN,ExerciseDB,cable cross-over lateral pulldown,back,"[""cable""]","[""latissimus_dorsi""]","[""biceps"",""rhomboids"",""rear_deltoids""]",gif/OQ1otBN.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
ht8xDrP,ExerciseDB,smith standing behind head military press,shoulders,"[""machine""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/ht8xDrP.gif,"{""category"":""shoulders"",""equipment"":[""machine""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
ZuPXtCK,ExerciseDB,smith hack squat,legs_upper,"[""machine""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/ZuPXtCK.gif,"{""category"":""legs_upper"",""equipment"":[""machine""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
CqhoytW,ExerciseDB,smith hip raise,core,"[""machine""]","[""abdominals""]","[""gluteus"",""hamstrings""]",gif/CqhoytW.gif,"{""category"":""core"",""equipment"":[""machine""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
RQNVT10,ExerciseDB,assisted lying gluteus and piriformis stretch,legs_upper,"[""assisted""]","[""gluteus""]","[""hamstrings""]",gif/RQNVT10.gif,"{""category"":""legs_upper"",""equipment"":[""assisted""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
S4pwGlc,ExerciseDB,dumbbell plyo squat,legs_upper,"[""dumbbell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/S4pwGlc.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
GaSzzuh,ExerciseDB,back lever,back,"[""bodyweight""]","[""upper_back""]","[""biceps"",""forearms"",""abdominals""]",gif/GaSzzuh.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""back_other_bodyweight""}"
dNFYIU1,ExerciseDB,lever shoulder press v. 3,shoulders,"[""machine""]","[""deltoids""]","[""triceps"",""chest""]",gif/dNFYIU1.gif,"{""category"":""shoulders"",""equipment"":[""machine""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
IZVHb27,ExerciseDB,walking lunge,legs_upper,"[""bodyweight""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/IZVHb27.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_bodyweight""}"
NlfIbzq,ExerciseDB,dumbbell alternate preacher curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/NlfIbzq.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
76vfTdU,ExerciseDB,dumbbell step up single leg balance with bicep curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""quadriceps"",""gluteus"",""hamstrings""]",gif/76vfTdU.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
1VpF8db,ExerciseDB,dumbbell bicep curl lunge with bowling motion,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms"",""shoulders""]",gif/1VpF8db.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""arms_upper_squat_external""}"
FVmZVhk,ExerciseDB,cable low fly,chest,"[""cable""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/FVmZVhk.gif,"{""category"":""chest"",""equipment"":[""cable""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
DeDThfG,ExerciseDB,seated glute stretch,legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings""]",gif/DeDThfG.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
mwpPcr1,ExerciseDB,dumbbell prone incline curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/mwpPcr1.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
sYCcnon,ExerciseDB,cable standing one arm triceps extension,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/sYCcnon.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
hrVQWvE,ExerciseDB,barbell straight leg deadlift,legs_upper,"[""barbell""]","[""hamstrings""]","[""gluteus"",""lower_back""]",gif/hrVQWvE.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""hamstrings""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""hinge"",""engine_key"":""legs_upper_hinge_external""}"
6TG6x2w,ExerciseDB,ez barbell curl,arms_upper,"[""barbell""]","[""biceps""]","[""forearms""]",gif/6TG6x2w.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
g2oKspu,ExerciseDB,curl-up,core,"[""bodyweight""]","[""abdominals""]","[""hip_flexors""]",gif/g2oKspu.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""isolation"",""engine_key"":""core_isolation_bodyweight""}"
LSTChY9,ExerciseDB,barbell zercher squat,legs_upper,"[""barbell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius"",""abdominals""]",gif/LSTChY9.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
hnOYgH3,ExerciseDB,ez barbell jm bench press,arms_upper,"[""barbell""]","[""triceps""]","[""chest"",""shoulders""]",gif/hnOYgH3.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
EMpUwRI,ExerciseDB,barbell lying extension,arms_upper,"[""barbell""]","[""triceps""]","[""shoulders""]",gif/EMpUwRI.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
6cKQC5E,ExerciseDB,dumbbell one arm upright row,shoulders,"[""dumbbell""]","[""deltoids""]","[""trapezius"",""biceps""]",gif/6cKQC5E.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""shoulders_pull_external""}"
k6tUeqS,ExerciseDB,band underhand pulldown,back,"[""band""]","[""latissimus_dorsi""]","[""biceps"",""forearms""]",gif/k6tUeqS.gif,"{""category"":""back"",""equipment"":[""band""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""pull"",""engine_key"":""back_pull_elastic""}"
my33uHU,ExerciseDB,lever leg extension,legs_upper,"[""machine""]","[""quadriceps""]","[""hamstrings""]",gif/my33uHU.gif,"{""category"":""legs_upper"",""equipment"":[""machine""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""legs_upper_isolation_external""}"
km2Ljzj,ExerciseDB,wheel run,conditioning,"[""bodyweight""]","[""cardiovascular""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/km2Ljzj.gif,"{""category"":""conditioning"",""equipment"":[""bodyweight""],""muscles"":[""cardiovascular""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""conditioning_other_bodyweight""}"
vmwLyCg,ExerciseDB,dumbbell w-press,shoulders,"[""dumbbell""]","[""deltoids""]","[""triceps"",""chest""]",gif/vmwLyCg.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
Vh0GsK4,ExerciseDB,cable incline bench press,chest,"[""cable""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/Vh0GsK4.gif,"{""category"":""chest"",""equipment"":[""cable""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
PQStVXH,ExerciseDB,cable upper row,back,"[""cable""]","[""upper_back""]","[""biceps"",""shoulders""]",gif/PQStVXH.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
dU605di,ExerciseDB,cable pushdown (with rope attachment),arms_upper,"[""cable""]","[""triceps""]","[""forearms""]",gif/dU605di.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
vvNjDJS,ExerciseDB,cable two arm tricep kickback,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/vvNjDJS.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_external""}"
XlZ4lAC,ExerciseDB,barbell good morning,legs_upper,"[""barbell""]","[""hamstrings""]","[""lower_back""]",gif/XlZ4lAC.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""hamstrings""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
U6G2gk9,ExerciseDB,body-up,arms_upper,"[""bodyweight""]","[""triceps""]","[""chest"",""shoulders""]",gif/U6G2gk9.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_bodyweight""}"
PzQanLE,ExerciseDB,cable shoulder press,shoulders,"[""cable""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/PzQanLE.gif,"{""category"":""shoulders"",""equipment"":[""cable""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
4IKbhHV,ExerciseDB,alternate lateral pulldown,back,"[""cable""]","[""latissimus_dorsi""]","[""biceps"",""rhomboids""]",gif/4IKbhHV.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
hwygydB,ExerciseDB,dumbbell preacher curl over exercise ball,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/hwygydB.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
qcY50ZD,ExerciseDB,cable seated wide-grip row,back,"[""cable""]","[""upper_back""]","[""biceps"",""forearms""]",gif/qcY50ZD.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
Db7eEgw,ExerciseDB,cable concentration extension (on knee),arms_upper,"[""cable""]","[""triceps""]","[""forearms""]",gif/Db7eEgw.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
c3Pfhti,ExerciseDB,roller side lat stretch,back,"[""roller""]","[""latissimus_dorsi""]","[""shoulders"",""triceps""]",gif/c3Pfhti.gif,"{""category"":""back"",""equipment"":[""roller""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""back_other_external""}"
Iptlv6x,ExerciseDB,dumbbell upright row (back pov),shoulders,"[""dumbbell""]","[""deltoids""]","[""trapezius"",""biceps""]",gif/Iptlv6x.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""shoulders_pull_external""}"
dFSNDOA,ExerciseDB,barbell seated twist,core,"[""barbell""]","[""abdominals""]","[""obliques"",""lower_back""]",gif/dFSNDOA.gif,"{""category"":""core"",""equipment"":[""barbell""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
83HoW9X,ExerciseDB,barbell upright row v. 2,shoulders,"[""barbell""]","[""deltoids""]","[""trapezius"",""biceps""]",gif/83HoW9X.gif,"{""category"":""shoulders"",""equipment"":[""barbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""shoulders_pull_external""}"
f91FwXG,ExerciseDB,lever gripless shrug,back,"[""machine""]","[""trapezius""]","[""shoulders"",""forearms""]",gif/f91FwXG.gif,"{""category"":""back"",""equipment"":[""machine""],""muscles"":[""trapezius""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""back_other_external""}"
GSDioYu,ExerciseDB,upper back stretch,back,"[""bodyweight""]","[""upper_back""]","[""shoulders""]",gif/GSDioYu.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""back_other_bodyweight""}"
QYysSLV,ExerciseDB,landmine 180,core,"[""barbell""]","[""abdominals""]","[""obliques"",""quadriceps""]",gif/QYysSLV.gif,"{""category"":""core"",""equipment"":[""barbell""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
DwhEmmE,ExerciseDB,dumbbell decline bench press,chest,"[""dumbbell""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/DwhEmmE.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
fI18Rbc,ExerciseDB,barbell upright row v. 3,shoulders,"[""barbell""]","[""deltoids""]","[""trapezius"",""biceps""]",gif/fI18Rbc.gif,"{""category"":""shoulders"",""equipment"":[""barbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""shoulders_pull_external""}"
UQr48Oi,ExerciseDB,pull-in (on stability ball),core,"[""ball""]","[""abdominals""]","[""hip_flexors""]",gif/UQr48Oi.gif,"{""category"":""core"",""equipment"":[""ball""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""core_pull_external""}"
X3TCNEU,ExerciseDB,suspended abdominal fallout,core,"[""bodyweight""]","[""abdominals""]","[""obliques"",""hip_flexors""]",gif/X3TCNEU.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
yz9nUhF,ExerciseDB,dumbbell fly,chest,"[""dumbbell""]","[""pectorals""]","[""shoulders""]",gif/yz9nUhF.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
yRLPCLu,ExerciseDB,barbell reverse grip skullcrusher,arms_upper,"[""barbell""]","[""triceps""]","[""forearms""]",gif/yRLPCLu.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_external""}"
ila4NZS,ExerciseDB,barbell deadlift,legs_upper,"[""barbell""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/ila4NZS.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""hinge"",""engine_key"":""legs_upper_hinge_external""}"
ZH68exZ,ExerciseDB,band fixed back underhand pulldown,back,"[""band""]","[""latissimus_dorsi""]","[""biceps"",""rhomboids"",""rear_deltoids""]",gif/ZH68exZ.gif,"{""category"":""back"",""equipment"":[""band""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""pull"",""engine_key"":""back_pull_elastic""}"
fKZgDEO,ExerciseDB,single leg calf raise (on a dumbbell),legs_lower,"[""dumbbell""]","[""gastrocnemius""]","[""ankles"",""feet""]",gif/fKZgDEO.gif,"{""category"":""legs_lower"",""equipment"":[""dumbbell""],""muscles"":[""gastrocnemius""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_external""}"
Kpajagk,ExerciseDB,cable standing hip extension,legs_upper,"[""cable""]","[""gluteus""]","[""hamstrings"",""quadriceps""]",gif/Kpajagk.gif,"{""category"":""legs_upper"",""equipment"":[""cable""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""legs_upper_isolation_external""}"
XsCcxCC,ExerciseDB,lever seated good morning,legs_upper,"[""machine""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/XsCcxCC.gif,"{""category"":""legs_upper"",""equipment"":[""machine""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
PcPe0P5,ExerciseDB,cable rope hammer preacher curl,arms_upper,"[""cable""]","[""biceps""]","[""forearms""]",gif/PcPe0P5.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
D9qe7CM,ExerciseDB,pelvic tilt into bridge,legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings"",""abdominals""]",gif/D9qe7CM.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
DU5Kkj2,ExerciseDB,dumbbell standing one arm reverse curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/DU5Kkj2.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
yRYyfdA,ExerciseDB,exercise ball seated hamstring stretch,legs_upper,"[""ball""]","[""hamstrings""]","[""gluteus"",""lower_back""]",gif/yRYyfdA.gif,"{""category"":""legs_upper"",""equipment"":[""ball""],""muscles"":[""hamstrings""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
