external_id,source,name,category,equipment_json,primary_muscles_json,secondary_muscles_json,gif_rel_path,axes_json
trmte8s,ExerciseDB,band shrug,neck,"[""band""]","[""trapezius""]","[""shoulders""]",gif/trmte8s.gif,"{""category"":""neck"",""equipment"":[""band""],""muscles"":[""trapezius""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""other"",""engine_key"":""neck_other_elastic""}"
LMGXZn8,ExerciseDB,barbell decline close grip to skull press,arms_upper,"[""barbell""]","[""triceps""]","[""chest"",""shoulders""]",gif/LMGXZn8.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
0br45wL,ExerciseDB,push-up inside leg kick,legs_upper,"[""bodyweight""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius"",""abdominals""]",gif/0br45wL.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""legs_upper_push_bodyweight""}"
27NNGFr,ExerciseDB,cable incline fly (on stability ball),chest,"[""cable""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/27NNGFr.gif,"{""category"":""chest"",""equipment"":[""cable""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
a4F9Oyc,ExerciseDB,kettlebell double alternating hang clean,arms_upper,"[""kettlebell""]","[""biceps""]","[""forearms"",""shoulders""]",gif/a4F9Oyc.gif,"{""category"":""arms_upper"",""equipment"":[""kettlebell""],""muscles"":[""biceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_external""}"
ecl28tP,ExerciseDB,dumbbell contralateral forward lunge,legs_upper,"[""dumbbell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/ecl28tP.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
wnEscH8,ExerciseDB,barbell press sit-up,core,"[""barbell""]","[""abdominals""]","[""shoulders"",""chest""]",gif/wnEscH8.gif,"{""category"":""core"",""equipment"":[""barbell""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""core_push_external""}"
gVlnLIJ,ExerciseDB,cable reverse one arm curl,arms_upper,"[""cable""]","[""biceps""]","[""forearms""]",gif/gVlnLIJ.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""biceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
mtXengz,ExerciseDB,dumbbell finger curls,arms_lower,"[""dumbbell""]","[""forearms""]","[""wrist_flexors"",""wrist_extensors""]",gif/mtXengz.gif,"{""category"":""arms_lower"",""equipment"":[""dumbbell""],""muscles"":[""forearms""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_lower_isolation_external""}"
kuMiR2T,ExerciseDB,band stiff leg deadlift,legs_upper,"[""band""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/kuMiR2T.gif,"{""category"":""legs_upper"",""equipment"":[""band""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""hinge"",""engine_key"":""legs_upper_hinge_elastic""}"
ZA8b5hc,ExerciseDB,kettlebell goblet squat,legs_upper,"[""kettlebell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/ZA8b5hc.gif,"{""category"":""legs_upper"",""equipment"":[""kettlebell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
DOoWcnA,ExerciseDB,lever chest press,chest,"[""machine""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/DOoWcnA.gif,"{""category"":""chest"",""equipment"":[""machine""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
F3xgbjF,ExerciseDB,dumbbell incline biceps curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/F3xgbjF.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
ZZTGMKh,ExerciseDB,one arm against wall,back,"[""bodyweight""]","[""latissimus_dorsi""]","[""shoulders"",""triceps""]",gif/ZZTGMKh.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""latissimus_dorsi""],""unilateral"":true,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""back_other_bodyweight""}"
T2fA5Ir,ExerciseDB,squat on bosu ball,legs_upper,"[""ball""]","[""quadriceps""]","[""gluteus"",""hamstrings"",""gastrocnemius""]",gif/T2fA5Ir.gif,"{""category"":""legs_upper"",""equipment"":[""ball""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
x6KpKpq,ExerciseDB,close-grip push-up,arms_upper,"[""bodyweight""]","[""triceps""]","[""chest"",""shoulders""]",gif/x6KpKpq.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_bodyweight""}"
84RyJf8,ExerciseDB,dumbbell one arm shoulder press,shoulders,"[""dumbbell""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/84RyJf8.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
UKWTJWR,ExerciseDB,cable standing up straight crossovers,chest,"[""cable""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/UKWTJWR.gif,"{""category"":""chest"",""equipment"":[""cable""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
obe5LMq,ExerciseDB,band side triceps extension,arms_upper,"[""band""]","[""triceps""]","[""shoulders""]",gif/obe5LMq.gif,"{""category"":""arms_upper"",""equipment"":[""band""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_elastic""}"
IpONWYv,ExerciseDB,dumbbell side bend,core,"[""dumbbell""]","[""abdominals""]","[""obliques""]",gif/IpONWYv.gif,"{""category"":""core"",""equipment"":[""dumbbell""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
H6ybluc,ExerciseDB,dumbbell single leg squat,legs_upper,"[""dumbbell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/H6ybluc.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
REXmfVC,ExerciseDB,sledge hammer,core,"[""hammer""]","[""abdominals""]","[""forearms"",""shoulders""]",gif/REXmfVC.gif,"{""category"":""core"",""equipment"":[""hammer""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
DhMl549,ExerciseDB,barbell full squat (back pov),legs_upper,"[""barbell""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius"",""abdominals""]",gif/DhMl549.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
72BC5Za,ExerciseDB,archer pull up,back,"[""bodyweight""]","[""latissimus_dorsi""]","[""biceps"",""forearms""]",gif/72BC5Za.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""pull"",""engine_key"":""back_pull_bodyweight""}"
qRZ5S1N,ExerciseDB,cable one arm tricep pushdown,arms_upper,"[""cable""]","[""triceps""]","[""forearms""]",gif/qRZ5S1N.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
PnZJIrk,ExerciseDB,assisted wide-grip chest dip (kneeling),chest,"[""machine""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/PnZJIrk.gif,"{""category"":""chest"",""equipment"":[""machine""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
H1PESYI,ExerciseDB,stationary bike run,conditioning,"[""machine""]","[""cardiovascular""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/H1PESYI.gif,"{""category"":""conditioning"",""equipment"":[""machine""],""muscles"":[""cardiovascular""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""conditioning_other_external""}"
KXyoEtA,ExerciseDB,dumbbell seated inner biceps curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/KXyoEtA.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
CHpahtl,ExerciseDB,lever seated hip abduction,legs_upper,"[""machine""]","[""abductors""]","[""gluteus"",""hamstrings""]",gif/CHpahtl.gif,"{""category"":""legs_upper"",""equipment"":[""machine""],""muscles"":[""abductors""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
LQFOrMn,ExerciseDB,chest dip on straight bar,chest,"[""bodyweight""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/LQFOrMn.gif,"{""category"":""chest"",""equipment"":[""bodyweight""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""chest_other_bodyweight""}"
33AzZeV,ExerciseDB,barbell front raise and pullover,chest,"[""barbell""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/33AzZeV.gif,"{""category"":""chest"",""equipment"":[""barbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""chest_pull_external""}"
OeL23VY,ExerciseDB,dumbbell seated biceps curl to shoulder press,arms_upper,"[""dumbbell""]","[""biceps""]","[""shoulders""]",gif/OeL23VY.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
SGY8Zui,ExerciseDB,barbell clean and press,legs_upper,"[""barbell""]","[""quadriceps""]","[""hamstrings"",""gluteus"",""shoulders"",""triceps""]",gif/SGY8Zui.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""legs_upper_push_external""}"
MrgP9L6,ExerciseDB,lever rotary calf,legs_lower,"[""machine""]","[""gastrocnemius""]","[""soleus"",""ankle_stabilizers""]",gif/MrgP9L6.gif,"{""category"":""legs_lower"",""equipment"":[""machine""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_external""}"
82LxxkW,ExerciseDB,barbell wrist curl,arms_lower,"[""barbell""]","[""forearms""]","[""biceps"",""brachialis""]",gif/82LxxkW.gif,"{""category"":""arms_lower"",""equipment"":[""barbell""],""muscles"":[""forearms""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_lower_isolation_external""}"
RtyAsy1,ExerciseDB,arms apart circular toe touch (male),legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings"",""quadriceps"",""gastrocnemius""]",gif/RtyAsy1.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
VPPtusI,ExerciseDB,inverted row bent knees,back,"[""bodyweight""]","[""upper_back""]","[""biceps"",""forearms""]",gif/VPPtusI.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""pull"",""engine_key"":""back_pull_bodyweight""}"
GNhAeJ0,ExerciseDB,dumbbell hammer curls (with arm blaster),arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/GNhAeJ0.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
8d8qJQI,ExerciseDB,barbell reverse grip incline bench row,back,"[""barbell""]","[""upper_back""]","[""biceps"",""forearms""]",gif/8d8qJQI.gif,"{""category"":""back"",""equipment"":[""barbell""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
JGKowMS,ExerciseDB,smith narrow row,back,"[""machine""]","[""upper_back""]","[""biceps"",""rear_deltoids""]",gif/JGKowMS.gif,"{""category"":""back"",""equipment"":[""machine""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
YUYAMEj,ExerciseDB,assisted prone lying quads stretch,legs_upper,"[""assisted""]","[""quadriceps""]","[""hamstrings"",""gluteus""]",gif/YUYAMEj.gif,"{""category"":""legs_upper"",""equipment"":[""assisted""],""muscles"":[""quadriceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
ye84CTU,ExerciseDB,lever preacher curl v. 2,arms_upper,"[""machine""]","[""biceps""]","[""forearms""]",gif/ye84CTU.gif,"{""category"":""arms_upper"",""equipment"":[""machine""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
VW88JNd,ExerciseDB,dumbbell seated one leg calf raise - palm up,legs_lower,"[""dumbbell""]","[""gastrocnemius""]","[""hamstrings"",""gluteus""]",gif/VW88JNd.gif,"{""category"":""legs_lower"",""equipment"":[""dumbbell""],""muscles"":[""gastrocnemius""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_external""}"
FWdVhcW,ExerciseDB,cable standing shoulder external rotation,shoulders,"[""cable""]","[""deltoids""]","[""rotator_cuff"",""trapezius""]",gif/FWdVhcW.gif,"{""category"":""shoulders"",""equipment"":[""cable""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
XooAdhl,ExerciseDB,handstand,arms_upper,"[""bodyweight""]","[""triceps""]","[""shoulders"",""abdominals""]",gif/XooAdhl.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_bodyweight""}"
gw9PqGk,ExerciseDB,full planche push-up,chest,"[""bodyweight""]","[""pectorals""]","[""shoulders"",""triceps"",""abdominals""]",gif/gw9PqGk.gif,"{""category"":""chest"",""equipment"":[""bodyweight""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""chest_push_bodyweight""}"
bmBf7LN,ExerciseDB,dumbbell lying external shoulder rotation,shoulders,"[""dumbbell""]","[""deltoids""]","[""rotator_cuff"",""triceps""]",gif/bmBf7LN.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
iaapw0g,ExerciseDB,ez barbell seated triceps extension,arms_upper,"[""barbell""]","[""triceps""]","[""shoulders""]",gif/iaapw0g.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
Kzg30R7,ExerciseDB,band standing crunch,core,"[""band""]","[""abdominals""]","[""obliques""]",gif/Kzg30R7.gif,"{""category"":""core"",""equipment"":[""band""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""other"",""engine_key"":""core_other_elastic""}"
oom75KC,ExerciseDB,dumbbell straight leg deadlift,legs_upper,"[""dumbbell""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/oom75KC.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""hinge"",""engine_key"":""legs_upper_hinge_external""}"
WcHl7ru,ExerciseDB,smith close-grip bench press,arms_upper,"[""machine""]","[""triceps""]","[""chest"",""shoulders""]",gif/WcHl7ru.gif,"{""category"":""arms_upper"",""equipment"":[""machine""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
8xUv4J7,ExerciseDB,cable seated crunch,core,"[""cable""]","[""abdominals""]","[""obliques""]",gif/8xUv4J7.gif,"{""category"":""core"",""equipment"":[""cable""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
IaGQCrC,ExerciseDB,suspended push-up,chest,"[""bodyweight""]","[""pectorals""]","[""triceps"",""shoulders"",""abdominals""]",gif/IaGQCrC.gif,"{""category"":""chest"",""equipment"":[""bodyweight""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""chest_push_bodyweight""}"
daBmy1Y,ExerciseDB,dumbbell single leg deadlift with stepbox support,legs_upper,"[""dumbbell""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/daBmy1Y.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""hinge"",""engine_key"":""legs_upper_hinge_external""}"
qFpAkpP,ExerciseDB,cable standing lift,core,"[""cable""]","[""abdominals""]","[""obliques"",""lower_back""]",gif/qFpAkpP.gif,"{""category"":""core"",""equipment"":[""cable""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
bWxq4op,ExerciseDB,dumbbell one arm reverse preacher curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/bWxq4op.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
F1KxjBa,ExerciseDB,dumbbell peacher hammer curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/F1KxjBa.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
u2X71Np,ExerciseDB,cable front raise,shoulders,"[""cable""]","[""deltoids""]","[""triceps"",""forearms""]",gif/u2X71Np.gif,"{""category"":""shoulders"",""equipment"":[""cable""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
uxJcFUU,ExerciseDB,cable lying triceps extension v. 2,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/uxJcFUU.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
5KLbZWx,ExerciseDB,kettlebell alternating press,shoulders,"[""kettlebell""]","[""deltoids""]","[""triceps"",""abdominals""]",gif/5KLbZWx.gif,"{""category"":""shoulders"",""equipment"":[""kettlebell""],""muscles"":[""deltoids""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
U3ffHlY,ExerciseDB,cable rope lying on floor tricep extension,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/U3ffHlY.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
CI6baTY,ExerciseDB,bottoms-up,core,"[""bodyweight""]","[""abdominals""]","[""obliques"",""hip_flexors""]",gif/CI6baTY.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
d5bTEPV,ExerciseDB,band step-up,legs_upper,"[""band""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/d5bTEPV.gif,"{""category"":""legs_upper"",""equipment"":[""band""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_elastic""}"
Gchi5Tr,ExerciseDB,cable alternate triceps extension,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/Gchi5Tr.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
REGM1dE,ExerciseDB,dumbbell one arm decline chest press,chest,"[""dumbbell""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/REGM1dE.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
NN8nSNT,ExerciseDB,cable rope high pulley overhead tricep extension,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/NN8nSNT.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""arms_upper_pull_external""}"
dmgMp3n,ExerciseDB,barbell incline row,back,"[""barbell""]","[""upper_back""]","[""biceps"",""forearms""]",gif/dmgMp3n.gif,"{""category"":""back"",""equipment"":[""barbell""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
1jXLYEw,ExerciseDB,standing lateral stretch,back,"[""bodyweight""]","[""latissimus_dorsi""]","[""shoulders"",""obliques""]",gif/1jXLYEw.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""back_other_bodyweight""}"
PQcUlDi,ExerciseDB,cable supine reverse fly,shoulders,"[""cable""]","[""deltoids""]","[""trapezius"",""rhomboids""]",gif/PQcUlDi.gif,"{""category"":""shoulders"",""equipment"":[""cable""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
gKozT8X,ExerciseDB,dumbbell single leg deadlift,legs_upper,"[""dumbbell""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/gKozT8X.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""gluteus""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""hinge"",""engine_key"":""legs_upper_hinge_external""}"
lyKCLmK,ExerciseDB,dumbbell seated revers grip concentration curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/lyKCLmK.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
4dUn2iv,ExerciseDB,barbell standing close grip curl,arms_upper,"[""barbell""]","[""biceps""]","[""forearms""]",gif/4dUn2iv.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
jDnrkar,ExerciseDB,dumbbell incline one arm hammer press on exercise ball,arms_upper,"[""dumbbell""]","[""triceps""]","[""shoulders"",""chest""]",gif/jDnrkar.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""triceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
oQRJYkC,ExerciseDB,side push neck stretch,neck,"[""bodyweight""]","[""levator_scapulae""]","[""trapezius"",""sternocleidomastoid""]",gif/oQRJYkC.gif,"{""category"":""neck"",""equipment"":[""bodyweight""],""muscles"":[""levator_scapulae""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""neck_push_bodyweight""}"
vM5YS2g,ExerciseDB,reverse hyper extension (on stability ball),legs_upper,"[""ball""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/vM5YS2g.gif,"{""category"":""legs_upper"",""equipment"":[""ball""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""legs_upper_isolation_external""}"
VBAWRPG,ExerciseDB,weighted front plank,core,"[""weighted""]","[""abdominals""]","[""shoulders"",""lower_back""]",gif/VBAWRPG.gif,"{""category"":""core"",""equipment"":[""weighted""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
7RWNjiB,ExerciseDB,dumbbell lying pronation on floor,arms_lower,"[""dumbbell""]","[""forearms""]","[""biceps"",""triceps""]",gif/7RWNjiB.gif,"{""category"":""arms_lower"",""equipment"":[""dumbbell""],""muscles"":[""forearms""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""arms_lower_other_external""}"
7F1DVzn,ExerciseDB,lever front pulldown,back,"[""machine""]","[""latissimus_dorsi""]","[""biceps"",""rhomboids"",""rear_deltoids""]",gif/7F1DVzn.gif,"{""category"":""back"",""equipment"":[""machine""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
03lzqwk,ExerciseDB,assisted hanging knee raise,core,"[""assisted""]","[""abdominals""]","[""hip_flexors""]",gif/03lzqwk.gif,"{""category"":""core"",""equipment"":[""assisted""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
ayAHcEm,ExerciseDB,smith incline shoulder raises,chest,"[""machine""]","[""serratus_anterior""]","[""deltoids"",""trapezius""]",gif/ayAHcEm.gif,"{""category"":""chest"",""equipment"":[""machine""],""muscles"":[""serratus_anterior""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
